EMPRESA;MODELO;DES_MODELO;FAMILIA;DES_FAMILIA;MARCA
5;5X90T4              ;VW SAVEIRO                              ;99;CONVERSAO                     ;VW  
5;N0011226            ;TUCSON 2.0 4AT 2WD GLS                  ;99;CONVERSAO                     ;VW  
5;OGS5173             ;SAVEIRO 1.6 CE CROSS                    ;99;CONVERSAO                     ;VW  
5;5UDJE4              ;NOVA SAVEIRO HIGHLINE                   ;14;NOVA SAVEIRO                  ;VW  
5;BC19TY              ;GOLF GTI                                ;1;GOLF                          ;VW  
5;5UFNE4              ;SAVEIRO RB CS                           ;14;NOVA SAVEIRO                  ;VW  
5;KEE3938             ;GM VECTRA GL                            ;99;CONVERSAO                     ;VW  
5;NGD9071             ;OUTRAS MARCAS                           ;99;CONVERSAO                     ;VW  
5;GOL 1.0             ;GOL                                     ;12;GOL                           ;VW  
5;9B33J4              ;GOLF 2.0 COMFORTLINE                    ;99;CONVERSAO                     ;VW  
5;9B13F4              ;POLO 1.6                                ;99;CONVERSAO                     ;VW  
5;6000                ;VW POLO SEDAN 1.6                       ;99;CONVERSAO                     ;VW  
5;0929                ;GOL 1,6                                 ;99;CONVERSAO                     ;VW  
5;GM ASTRA            ;GM ASTRA HATCH 5P                       ;99;CONVERSAO                     ;VW  
5;5X82F4              ;SAVEIRO                                 ;99;CONVERSAO                     ;VW  
5;3771600             ;VW / GOL 1.8                            ;99;CONVERSAO                     ;VW  
5;377BA2              ;GOL 1.6 GAS. 2 PORTAS                   ;99;CONVERSAO                     ;VW  
5;NLL0220             ;AZERA GLS 3.3 V6 AUT                    ;99;CONVERSAO                     ;VW  
5;HAN2025             ;VW POLO                                 ;99;CONVERSAO                     ;VW  
5;ELS4J161DGC         ;AZERA GLS 3.3 V6 AUT                    ;99;CONVERSAO                     ;VW  
5;FOX 1.6             ;FOX                                     ;99;CONVERSAO                     ;VW  
5;NLT1980             ;TUCSON GL 2.0                           ;99;CONVERSAO                     ;VW  
5;9B1JF4              ;VW GOLF GENERATION                      ;99;CONVERSAO                     ;VW  
5;3276564             ;VW/ SANTANA                             ;99;CONVERSAO                     ;VW  
5;5X56N4              ;VW/PARATI 16V                           ;99;CONVERSAO                     ;VW  
5;ELS4J161DG          ;HYUNDAI AZERA                           ;99;CONVERSAO                     ;VW  
5;5X97E4              ;VW SAVEIRO CL 1.8 MI                    ;99;CONVERSAO                     ;VW  
5;FIAT UNO MILLE      ;UNO MILLE SX                            ;99;CONVERSAO                     ;VW  
5;9BWCA01             ;GOLF                                    ;99;CONVERSAO                     ;VW  
5;9B30J4              ;GOLF 2.0                                ;99;CONVERSAO                     ;VW  
5;FZ6                 ;FZ6 S - FAZER 600                       ;99;CONVERSAO                     ;VW  
5;GOL-GOL-MI          ;VWGOL                                   ;99;CONVERSAO                     ;VW  
5;NKD2060             ;HILUX SRV 4X4 SRV AT                    ;99;CONVERSAO                     ;VW  
5;372BW2              ;GOL ,                                   ;99;CONVERSAO                     ;VW  
5;RENAULT/CLIO        ;CLIO HATCH                              ;99;CONVERSAO                     ;VW  
5;376MB3              ;VW SAVEIRO 1.6                          ;99;CONVERSAO                     ;VW  
5;BHW5B261BDPL        ;TUCSON GL 2WD 2.0 AUT                   ;99;CONVERSAO                     ;VW  
5;NISSAN              ;NISSAN FRONTIER                         ;99;CONVERSAO                     ;VW  
5;COROLLA             ;COROLLA XLI16VVT                        ;99;CONVERSAO                     ;VW  
5;TUCSON1             ;TUCSON GL 2WD 2.0 AUT.                  ;99;CONVERSAO                     ;VW  
5;FIAT STRADA         ;STRADA                                  ;99;CONVERSAO                     ;VW  
5;FORDFIESTA          ;FIESTA                                  ;99;CONVERSAO                     ;VW  
5;374DY2              ;PARATI                                  ;99;CONVERSAO                     ;VW  
5;BMW7F161CGC         ;SANTA FE GLS 7L 4WD 2.7 AUT             ;99;CONVERSAO                     ;VW  
5;5Z14E4VW            ;CROSSFOX                                ;99;CONVERSAO                     ;VW  
5;FORD F 250          ;F250 FORD                               ;99;CONVERSAO                     ;VW  
5;5X1PH4              ;VW/GOL TREND                            ;99;CONVERSAO                     ;VW  
5;SANTANA-SANTAN      ;VW SANTANA                              ;99;CONVERSAO                     ;VW  
5;SANTA FE GLS 5L 4WD ;HYUNDAI  SANTA FE V6                    ;99;CONVERSAO                     ;VW  
5;999YAMA             ;NEL                                     ;99;CONVERSAO                     ;VW  
5;5W1KV4W             ;VW GOL 1.6 RALLYE                       ;99;CONVERSAO                     ;VW  
5;DBV1526             ;L -200 GLS                              ;99;CONVERSAO                     ;VW  
5;PALIO ELX           ;FIAT PALIO EX                           ;99;CONVERSAO                     ;VW  
5;NKZ0060             ;TUCSON GL 2WD 2.0 AUT                   ;99;CONVERSAO                     ;VW  
5;BHW5F761CG10        ;TUCSON GLS 4WD2.7 AUT INTERM.           ;99;CONVERSAO                     ;VW  
5;5583J1              ;VW LOGUS GLS 2.0                        ;99;CONVERSAO                     ;VW  
5;5242                ;FOX 1.6 ROUTE                           ;99;CONVERSAO                     ;VW  
5;NISSAN SE           ;NISSAN FROUNTIER SE                     ;99;CONVERSAO                     ;VW  
5;ZZE142L-GEMNGG      ;COROLA XEI M/T 1.8 FFV                  ;99;CONVERSAO                     ;VW  
5;ZZE142L-GEPNGG      ;COROLA XEI A/T 1.8 FFV                  ;99;CONVERSAO                     ;VW  
5;3749081             ;PARATI 16 V                             ;99;CONVERSAO                     ;VW  
5;999RENA             ;CLIO EXP 1.0                            ;99;CONVERSAO                     ;VW  
5;3773245             ;GOL                                     ;99;CONVERSAO                     ;VW  
5;7X1                 ;KOMBI                                   ;99;CONVERSAO                     ;VW  
5;5DW                 ;CRYPTON                                 ;99;CONVERSAO                     ;VW  
5;13                  ;QUANTUM                                 ;99;CONVERSAO                     ;VW  
5;5X10N44             ;GOL 16 PLUS                             ;99;CONVERSAO                     ;VW  
5;SAVEIRO 1.6         ;VW SAVEIRO                              ;99;CONVERSAO                     ;VW  
5;TOYOTA HILUX S      ;TOYOTA                                  ;99;CONVERSAO                     ;VW  
5;27P                 ;FZ6 VERSAO N                            ;99;CONVERSAO                     ;VW  
5;NKE9200             ;HR 2.5 LONGO CHASSI ALTO STD GL         ;99;CONVERSAO                     ;VW  
5;VW/                 ;VW GOL SERIE OURO                       ;99;CONVERSAO                     ;VW  
5;NKT5872             ;PARATI 1.6 SURF                         ;99;CONVERSAO                     ;VW  
5;3735X               ;GOL 1.6 POWER                           ;99;CONVERSAO                     ;VW  
5;TWISTER             ;CBX 250                                 ;99;CONVERSAO                     ;VW  
5;1K51S3              ;JETTA VARIANT                           ;99;CONVERSAO                     ;VW  
5;5X1CN4              ;GOL 16V POWER                           ;99;CONVERSAO                     ;VW  
5;3251L2              ;SANTANA GL 2.0 I.ELETRONICA             ;99;CONVERSAO                     ;VW  
5;GYW8733             ;SPACEFOX 1.6 PLUS                       ;99;CONVERSAO                     ;VW  
5;305AC2              ;GOL CL 1.6 ALC. 92                      ;99;CONVERSAO                     ;VW  
5;3319E2              ;SANTANA QUANTUM                         ;99;CONVERSAO                     ;VW  
5;XTZ                 ;XTZ 125 (K/E)                           ;99;CONVERSAO                     ;VW  
5;YBR                 ;YBR 125 (K/E/ED)                        ;99;CONVERSAO                     ;VW  
5;5X11C1              ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;331FC2              ;QUANTUN 1800 GAS.                       ;99;CONVERSAO                     ;VW  
5;557671              ;POINTER GLI 2000.                       ;99;CONVERSAO                     ;VW  
5;5X18E4              ;GOL 1.6 CITY                            ;99;CONVERSAO                     ;VW  
5;FALCOM              ;HONDA FALCOM NX400CC                    ;99;CONVERSAO                     ;VW  
5;9BW1058             ;VOYAGE 1.0                              ;99;CONVERSAO                     ;VW  
5;HTUCSON             ;HYUNDAI HR HDB                          ;99;CONVERSAO                     ;VW  
5;9BD7895             ;UNO                                     ;99;CONVERSAO                     ;VW  
5;9BG7321             ;S10 C0LINA                              ;99;CONVERSAO                     ;VW  
5;9BG9305             ;GM/CLASSIC LIFE                         ;99;CONVERSAO                     ;VW  
5;9BF7963             ;F 250 XLT                               ;99;CONVERSAO                     ;VW  
5;9BW7873             ;VW/SAVEIRO 1.6                          ;99;CONVERSAO                     ;VW  
5;9BW1294             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW0188             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW0749             ;GOL 1.0 CITY                            ;99;CONVERSAO                     ;VW  
5;8AW0975             ;VW/SPACEFOX 1.6                         ;99;CONVERSAO                     ;VW  
5;KNA4519             ;SORENTO EX 2.3 5 G                      ;99;CONVERSAO                     ;VW  
5;9C22647             ;BIZ 125 ES                              ;99;CONVERSAO                     ;VW  
